hour,start_cell,end,hourly_demand
15.0,8,82,0.1153846153846153
15.0,8,90,0.048076923076923
15.0,8,124,0.0961538461538461
15.0,8,129,0.0384615384615384
15.0,8,146,0.0096153846153846
15.0,8,148,0.0192307692307692
15.0,8,153,0.0192307692307692
15.0,8,154,0.0096153846153846
15.0,8,167,0.0192307692307692
15.0,8,169,0.0096153846153846
15.0,8,174,0.0384615384615384
15.0,8,198,0.0096153846153846
15.0,8,209,0.0096153846153846
15.0,8,216,0.0192307692307692
15.0,8,218,0.0192307692307692
15.0,9,0,0.0096153846153846
15.0,9,1,0.0096153846153846
15.0,9,3,0.0096153846153846
15.0,9,11,0.0192307692307692
15.0,9,14,0.0576923076923076
15.0,9,18,0.1634615384615384
15.0,9,28,0.1346153846153846
15.0,9,49,0.0288461538461538
15.0,9,70,0.0576923076923076
15.0,9,71,0.0192307692307692
15.0,9,82,0.0288461538461538
15.0,9,90,0.0096153846153846
15.0,9,97,0.0288461538461538
15.0,9,115,0.0288461538461538
15.0,9,122,0.0192307692307692
15.0,9,124,0.0096153846153846
15.0,9,129,0.048076923076923
15.0,9,146,0.0096153846153846
15.0,9,147,0.0192307692307692
15.0,9,148,0.0192307692307692
15.0,9,150,0.0096153846153846
15.0,9,152,0.0096153846153846
15.0,9,153,0.0576923076923076
15.0,9,162,0.0192307692307692
15.0,9,165,0.1057692307692307
15.0,9,167,0.0576923076923076
15.0,9,169,0.0288461538461538
15.0,9,174,0.2211538461538461
15.0,9,191,0.0096153846153846
15.0,9,198,0.0192307692307692
15.0,9,218,0.048076923076923
15.0,9,238,0.0384615384615384
15.0,9,264,0.0576923076923076
15.0,9,270,0.0384615384615384
15.0,9,277,0.0384615384615384
15.0,9,285,0.0576923076923076
16.0,0,1,0.048076923076923
16.0,0,3,0.0192307692307692
16.0,0,11,0.0096153846153846
16.0,0,12,0.0096153846153846
16.0,0,18,0.048076923076923
16.0,0,28,0.0384615384615384
16.0,0,49,0.0576923076923076
16.0,0,52,0.0192307692307692
16.0,0,55,0.0384615384615384
16.0,0,70,0.0192307692307692
16.0,0,71,0.0865384615384615
16.0,0,90,0.0288461538461538
16.0,0,108,0.0769230769230769
16.0,0,115,0.0288461538461538
16.0,0,122,0.0192307692307692
16.0,0,129,0.0673076923076923
16.0,0,132,0.0096153846153846
16.0,0,146,0.0384615384615384
16.0,0,152,0.1057692307692307
16.0,0,153,0.1057692307692307
16.0,0,155,0.1057692307692307
16.0,0,165,0.0769230769230769
16.0,0,169,0.0288461538461538
16.0,0,174,0.0384615384615384
16.0,0,198,0.0384615384615384
16.0,0,209,0.0288461538461538
16.0,0,218,0.0192307692307692
16.0,0,219,0.048076923076923
16.0,0,220,0.0192307692307692
16.0,0,238,0.048076923076923
16.0,0,277,0.0865384615384615
16.0,0,285,0.0384615384615384
16.0,1,0,0.0384615384615384
16.0,1,1,0.0096153846153846
16.0,1,3,0.0769230769230769
16.0,1,11,0.1346153846153846
16.0,1,12,0.048076923076923
16.0,1,18,0.048076923076923
16.0,1,28,0.0192307692307692
16.0,1,52,0.0384615384615384
16.0,1,70,0.0384615384615384
16.0,1,82,0.0673076923076923
16.0,1,90,0.0769230769230769
16.0,1,97,0.0096153846153846
16.0,1,122,0.0865384615384615
16.0,1,129,0.2692307692307692
16.0,1,132,0.0288461538461538
16.0,1,146,0.0961538461538461
16.0,1,148,0.0192307692307692
16.0,1,153,0.0096153846153846
16.0,1,154,0.0192307692307692
16.0,1,155,0.0096153846153846
16.0,1,162,0.0096153846153846
16.0,1,167,0.0769230769230769
16.0,1,169,0.0576923076923076
16.0,1,174,0.1538461538461538
16.0,1,198,0.048076923076923
16.0,1,216,0.0288461538461538
16.0,1,218,0.2115384615384615
16.0,1,277,0.0192307692307692
16.0,1,285,0.0576923076923076
16.0,2,11,0.0096153846153846
16.0,2,14,0.0288461538461538
16.0,2,28,0.0288461538461538
16.0,2,49,0.0096153846153846
16.0,2,52,0.0096153846153846
16.0,2,70,0.0288461538461538
16.0,2,82,0.0096153846153846
16.0,2,90,0.0288461538461538
16.0,2,96,0.048076923076923
16.0,2,97,0.1153846153846153
16.0,2,122,0.0096153846153846
16.0,2,129,0.0192307692307692
16.0,2,146,0.0192307692307692
16.0,2,150,0.173076923076923
16.0,2,153,0.0096153846153846
16.0,2,165,0.0769230769230769
16.0,2,167,0.0096153846153846
16.0,2,169,0.0096153846153846
16.0,2,174,0.048076923076923
16.0,2,191,0.0096153846153846
16.0,2,218,0.0096153846153846
16.0,2,219,0.0096153846153846
16.0,2,285,0.0192307692307692
16.0,3,0,0.0576923076923076
16.0,3,1,0.048076923076923
16.0,3,3,0.173076923076923
16.0,3,11,0.0096153846153846
16.0,3,12,0.0384615384615384
16.0,3,14,0.0096153846153846
16.0,3,18,0.0096153846153846
16.0,3,52,0.0961538461538461
16.0,3,55,0.0192307692307692
16.0,3,70,0.0288461538461538
16.0,3,71,0.0192307692307692
16.0,3,82,0.0096153846153846
16.0,3,90,0.0192307692307692
16.0,3,97,0.0096153846153846
16.0,3,108,0.0192307692307692
16.0,3,115,0.0096153846153846
16.0,3,122,0.0673076923076923
16.0,3,129,0.173076923076923
16.0,3,132,0.048076923076923
16.0,3,137,0.0096153846153846
16.0,3,146,0.0769230769230769
16.0,3,150,0.0192307692307692
16.0,3,152,0.0096153846153846
16.0,3,153,0.0288461538461538
16.0,3,155,0.048076923076923
16.0,3,167,0.0384615384615384
16.0,3,169,0.0192307692307692
16.0,3,174,0.125
16.0,3,198,0.2019230769230769
16.0,3,209,0.0192307692307692
16.0,3,216,0.0576923076923076
16.0,3,218,0.0576923076923076
16.0,3,219,0.0384615384615384
16.0,3,238,0.0384615384615384
16.0,3,277,0.0192307692307692
16.0,3,285,0.0384615384615384
16.0,4,0,0.0192307692307692
16.0,4,14,0.0096153846153846
16.0,4,49,0.0288461538461538
16.0,4,52,0.0192307692307692
16.0,4,70,0.0096153846153846
16.0,4,71,0.0096153846153846
16.0,4,82,0.0096153846153846
16.0,4,108,0.0865384615384615
16.0,4,115,0.0096153846153846
16.0,4,148,0.0288461538461538
16.0,4,150,0.0192307692307692
16.0,4,152,0.0192307692307692
16.0,4,153,0.0384615384615384
16.0,4,155,0.0576923076923076
16.0,4,174,0.0288461538461538
16.0,4,198,0.0096153846153846
16.0,4,209,0.0384615384615384
16.0,4,218,0.0096153846153846
16.0,4,219,0.0576923076923076
16.0,4,220,0.048076923076923
16.0,4,277,0.0192307692307692
16.0,5,1,0.0192307692307692
16.0,5,14,0.1057692307692307
16.0,5,18,0.0192307692307692
16.0,5,28,0.1538461538461538
16.0,5,70,0.0288461538461538
16.0,5,71,0.0096153846153846
16.0,5,82,0.0096153846153846
16.0,5,96,0.0096153846153846
16.0,5,115,0.0096153846153846
16.0,5,129,0.0192307692307692
16.0,5,150,0.0096153846153846
16.0,5,153,0.0096153846153846
16.0,5,165,0.0384615384615384
16.0,5,169,0.0096153846153846
16.0,5,198,0.0096153846153846
16.0,5,238,0.0096153846153846
16.0,5,264,0.0576923076923076
16.0,5,285,0.0192307692307692
16.0,6,0,0.0288461538461538
16.0,6,1,0.0096153846153846
16.0,6,3,0.1346153846153846
16.0,6,11,0.0288461538461538
16.0,6,12,0.0192307692307692
16.0,6,18,0.048076923076923
16.0,6,28,0.0192307692307692
16.0,6,49,0.0096153846153846
16.0,6,52,0.048076923076923
16.0,6,55,0.0192307692307692
16.0,6,70,0.0865384615384615
16.0,6,82,0.0384615384615384
16.0,6,90,0.1826923076923077
16.0,6,97,0.0096153846153846
16.0,6,108,0.0096153846153846
16.0,6,122,0.125
16.0,6,124,0.0192307692307692
16.0,6,129,0.173076923076923
16.0,6,132,0.0384615384615384
16.0,6,137,0.0096153846153846
16.0,6,146,0.0576923076923076
16.0,6,150,0.0096153846153846
16.0,6,152,0.0096153846153846
16.0,6,153,0.0096153846153846
16.0,6,162,0.0192307692307692
16.0,6,167,0.0865384615384615
16.0,6,169,0.1153846153846153
16.0,6,174,0.5480769230769231
16.0,6,198,0.0384615384615384
16.0,6,216,0.0192307692307692
16.0,6,218,0.0961538461538461
16.0,6,238,0.0288461538461538
16.0,6,277,0.0192307692307692
16.0,6,285,0.1826923076923077
16.0,7,0,0.048076923076923
16.0,7,1,0.0384615384615384
16.0,7,3,0.0288461538461538
16.0,7,11,0.0096153846153846
16.0,7,12,0.0096153846153846
16.0,7,14,0.0192307692307692
16.0,7,18,0.0384615384615384
16.0,7,28,0.048076923076923
16.0,7,52,0.0288461538461538
16.0,7,70,0.0288461538461538
16.0,7,71,0.0769230769230769
16.0,7,82,0.0192307692307692
16.0,7,90,0.0192307692307692
16.0,7,115,0.0576923076923076
16.0,7,122,0.0576923076923076
16.0,7,124,0.0192307692307692
16.0,7,129,0.0096153846153846
16.0,7,132,0.0288461538461538
16.0,7,146,0.0096153846153846
16.0,7,147,0.0288461538461538
16.0,7,148,0.0096153846153846
16.0,7,152,0.048076923076923
16.0,7,153,0.0961538461538461
16.0,7,162,0.0096153846153846
16.0,7,165,0.0769230769230769
16.0,7,167,0.0288461538461538
16.0,7,169,0.0384615384615384
16.0,7,174,0.048076923076923
16.0,7,198,0.0288461538461538
16.0,7,219,0.0288461538461538
16.0,7,220,0.0096153846153846
16.0,7,238,0.0576923076923076
16.0,7,270,0.048076923076923
16.0,7,277,0.0192307692307692
16.0,7,285,0.0192307692307692
16.0,8,3,0.0096153846153846
16.0,8,11,0.0288461538461538
16.0,8,12,0.0096153846153846
16.0,8,18,0.0096153846153846
16.0,8,28,0.0096153846153846
16.0,8,52,0.0096153846153846
16.0,8,55,0.0096153846153846
16.0,8,70,0.0096153846153846
16.0,8,82,0.0192307692307692
16.0,8,90,0.0384615384615384
16.0,8,96,0.0096153846153846
16.0,8,97,0.0288461538461538
16.0,8,122,0.0096153846153846
16.0,8,124,0.0384615384615384
16.0,8,129,0.0192307692307692
16.0,8,148,0.048076923076923
16.0,8,169,0.0673076923076923
16.0,8,174,0.0576923076923076
16.0,8,218,0.0288461538461538
16.0,8,238,0.0096153846153846
16.0,9,0,0.0096153846153846
16.0,9,1,0.0769230769230769
16.0,9,3,0.0096153846153846
16.0,9,14,0.0288461538461538
16.0,9,18,0.1153846153846153
16.0,9,28,0.1153846153846153
16.0,9,49,0.0096153846153846
16.0,9,52,0.0192307692307692
16.0,9,55,0.0096153846153846
16.0,9,70,0.0961538461538461
16.0,9,82,0.0096153846153846
16.0,9,90,0.0192307692307692
16.0,9,97,0.0192307692307692
16.0,9,115,0.0096153846153846
16.0,9,122,0.048076923076923
16.0,9,129,0.048076923076923
16.0,9,146,0.0769230769230769
16.0,9,148,0.048076923076923
16.0,9,150,0.0096153846153846
16.0,9,152,0.0192307692307692
16.0,9,153,0.0384615384615384
16.0,9,165,0.1442307692307692
16.0,9,167,0.0673076923076923
16.0,9,169,0.0769230769230769
16.0,9,174,0.2019230769230769
16.0,9,198,0.0288461538461538
16.0,9,216,0.0096153846153846
16.0,9,218,0.0192307692307692
16.0,9,219,0.0096153846153846
16.0,9,238,0.048076923076923
16.0,9,264,0.0288461538461538
16.0,9,270,0.0096153846153846
16.0,9,277,0.0096153846153846
16.0,9,285,0.0865384615384615
17.0,0,0,0.0192307692307692
17.0,0,1,0.0384615384615384
17.0,0,3,0.0192307692307692
17.0,0,18,0.0384615384615384
17.0,0,28,0.0192307692307692
17.0,0,49,0.125
17.0,0,52,0.0384615384615384
17.0,0,70,0.0096153846153846
17.0,0,71,0.0192307692307692
17.0,0,82,0.0096153846153846
17.0,0,90,0.0096153846153846
17.0,0,108,0.0673076923076923
17.0,0,115,0.0288461538461538
17.0,0,122,0.0192307692307692
17.0,0,124,0.0096153846153846
17.0,0,129,0.048076923076923
17.0,0,146,0.0576923076923076
17.0,0,147,0.0192307692307692
17.0,0,152,0.1057692307692307
17.0,0,153,0.1057692307692307
17.0,0,154,0.0096153846153846
17.0,0,155,0.0673076923076923
17.0,0,165,0.0288461538461538
17.0,0,167,0.0096153846153846
17.0,0,169,0.0096153846153846
17.0,0,174,0.0192307692307692
17.0,0,191,0.0096153846153846
17.0,0,198,0.0288461538461538
17.0,0,216,0.0192307692307692
17.0,0,218,0.0192307692307692
17.0,0,219,0.0576923076923076
17.0,0,220,0.0192307692307692
17.0,0,238,0.0096153846153846
17.0,0,264,0.0096153846153846
17.0,0,277,0.0192307692307692
17.0,0,285,0.0096153846153846
17.0,1,0,0.048076923076923
17.0,1,1,0.0096153846153846
17.0,1,3,0.0096153846153846
17.0,1,11,0.0384615384615384
17.0,1,12,0.0576923076923076
17.0,1,18,0.0288461538461538
17.0,1,28,0.0192307692307692
17.0,1,52,0.0288461538461538
17.0,1,55,0.0096153846153846
17.0,1,70,0.0769230769230769
17.0,1,71,0.0192307692307692
17.0,1,82,0.048076923076923
17.0,1,90,0.0384615384615384
17.0,1,97,0.0192307692307692
17.0,1,108,0.0096153846153846
17.0,1,115,0.0288461538461538
17.0,1,122,0.0769230769230769
17.0,1,124,0.0192307692307692
17.0,1,129,0.2596153846153846
17.0,1,132,0.0192307692307692
17.0,1,137,0.0096153846153846
17.0,1,146,0.1153846153846153
17.0,1,147,0.0288461538461538
17.0,1,148,0.0192307692307692
17.0,1,152,0.0192307692307692
17.0,1,153,0.0192307692307692
17.0,1,162,0.0096153846153846
17.0,1,167,0.0865384615384615
17.0,1,169,0.0288461538461538
17.0,1,174,0.1442307692307692
17.0,1,198,0.048076923076923
17.0,1,216,0.0192307692307692
17.0,1,218,0.125
17.0,1,238,0.0192307692307692
17.0,1,270,0.0096153846153846
17.0,1,277,0.0288461538461538
17.0,1,285,0.0673076923076923
17.0,2,3,0.0096153846153846
17.0,2,14,0.0096153846153846
17.0,2,28,0.0192307692307692
17.0,2,82,0.0192307692307692
17.0,2,96,0.0384615384615384
17.0,2,97,0.0865384615384615
17.0,2,124,0.0096153846153846
17.0,2,129,0.048076923076923
17.0,2,148,0.0096153846153846
17.0,2,150,0.0865384615384615
17.0,2,165,0.0096153846153846
17.0,2,167,0.0096153846153846
17.0,2,169,0.0192307692307692
17.0,2,174,0.048076923076923
17.0,2,191,0.0096153846153846
17.0,2,277,0.0096153846153846
17.0,2,285,0.0096153846153846
17.0,3,0,0.048076923076923
17.0,3,1,0.0192307692307692
17.0,3,3,0.0961538461538461
17.0,3,11,0.0576923076923076
17.0,3,12,0.0288461538461538
17.0,3,18,0.0288461538461538
17.0,3,52,0.0673076923076923
17.0,3,55,0.0096153846153846
17.0,3,82,0.0192307692307692
17.0,3,90,0.0769230769230769
17.0,3,108,0.0288461538461538
17.0,3,115,0.0096153846153846
17.0,3,122,0.0288461538461538
17.0,3,124,0.0096153846153846
17.0,3,129,0.0673076923076923
17.0,3,132,0.0096153846153846
17.0,3,146,0.0192307692307692
17.0,3,152,0.0096153846153846
17.0,3,153,0.0096153846153846
17.0,3,162,0.0192307692307692
17.0,3,165,0.0096153846153846
17.0,3,167,0.0288461538461538
17.0,3,169,0.0384615384615384
17.0,3,174,0.1057692307692307
17.0,3,198,0.173076923076923
17.0,3,209,0.0288461538461538
17.0,3,216,0.0192307692307692
17.0,3,218,0.0288461538461538
17.0,3,219,0.0288461538461538
17.0,3,238,0.0288461538461538
17.0,3,285,0.048076923076923
17.0,4,49,0.0192307692307692
17.0,4,52,0.0096153846153846
17.0,4,70,0.0192307692307692
17.0,4,82,0.0096153846153846
17.0,4,90,0.0096153846153846
17.0,4,108,0.0576923076923076
17.0,4,132,0.0192307692307692
17.0,4,147,0.0096153846153846
17.0,4,148,0.0192307692307692
17.0,4,152,0.0096153846153846
17.0,4,153,0.0384615384615384
17.0,4,154,0.0096153846153846
17.0,4,155,0.0384615384615384
17.0,4,169,0.0192307692307692
17.0,4,174,0.0096153846153846
17.0,4,209,0.0288461538461538
17.0,4,218,0.0096153846153846
17.0,4,219,0.0961538461538461
17.0,4,220,0.0576923076923076
17.0,5,14,0.0192307692307692
17.0,5,18,0.0096153846153846
17.0,5,28,0.0384615384615384
17.0,5,70,0.0096153846153846
17.0,5,71,0.0096153846153846
17.0,5,146,0.0096153846153846
17.0,5,165,0.048076923076923
17.0,5,191,0.0096153846153846
17.0,5,264,0.0288461538461538
17.0,5,270,0.0096153846153846
17.0,6,0,0.0192307692307692
17.0,6,1,0.0192307692307692
17.0,6,3,0.1057692307692307
17.0,6,11,0.0288461538461538
17.0,6,12,0.0288461538461538
17.0,6,18,0.0384615384615384
17.0,6,52,0.0192307692307692
17.0,6,55,0.0192307692307692
17.0,6,70,0.0288461538461538
17.0,6,82,0.0096153846153846
17.0,6,90,0.0192307692307692
17.0,6,108,0.0192307692307692
17.0,6,122,0.0865384615384615
17.0,6,124,0.0384615384615384
17.0,6,129,0.1057692307692307
17.0,6,146,0.0192307692307692
17.0,6,148,0.0192307692307692
17.0,6,150,0.0096153846153846
17.0,6,152,0.0096153846153846
17.0,6,153,0.0096153846153846
17.0,6,155,0.0096153846153846
17.0,6,162,0.0096153846153846
17.0,6,165,0.0192307692307692
17.0,6,167,0.0192307692307692
17.0,6,169,0.0576923076923076
17.0,6,174,0.4711538461538461
17.0,6,198,0.0288461538461538
17.0,6,209,0.0192307692307692
17.0,6,218,0.0192307692307692
17.0,6,219,0.0192307692307692
17.0,6,238,0.0865384615384615
17.0,6,277,0.0096153846153846
17.0,6,285,0.173076923076923
17.0,7,1,0.0096153846153846
17.0,7,3,0.0096153846153846
17.0,7,12,0.0096153846153846
17.0,7,14,0.0096153846153846
17.0,7,18,0.0384615384615384
17.0,7,28,0.0576923076923076
17.0,7,49,0.0096153846153846
17.0,7,52,0.0192307692307692
17.0,7,70,0.0192307692307692
17.0,7,82,0.0096153846153846
17.0,7,90,0.0192307692307692
17.0,7,97,0.0192307692307692
17.0,7,115,0.0384615384615384
17.0,7,122,0.0288461538461538
17.0,7,124,0.0096153846153846
17.0,7,129,0.0288461538461538
17.0,7,146,0.0096153846153846
17.0,7,147,0.0288461538461538
17.0,7,152,0.0096153846153846
17.0,7,153,0.1153846153846153
17.0,7,155,0.0192307692307692
17.0,7,165,0.0673076923076923
17.0,7,167,0.0384615384615384
17.0,7,174,0.048076923076923
17.0,7,198,0.0096153846153846
17.0,7,216,0.0096153846153846
17.0,7,219,0.0096153846153846
17.0,7,238,0.0576923076923076
17.0,7,264,0.0096153846153846
17.0,7,270,0.0096153846153846
17.0,7,277,0.0192307692307692
17.0,7,285,0.0673076923076923
17.0,8,3,0.0384615384615384
17.0,8,11,0.0288461538461538
17.0,8,12,0.0096153846153846
17.0,8,55,0.0096153846153846
17.0,8,82,0.048076923076923
17.0,8,90,0.0096153846153846
17.0,8,97,0.0096153846153846
17.0,8,122,0.0192307692307692
17.0,8,124,0.0384615384615384
17.0,8,129,0.0192307692307692
17.0,8,148,0.0192307692307692
17.0,8,169,0.0096153846153846
17.0,8,174,0.0288461538461538
17.0,8,198,0.0096153846153846
17.0,8,216,0.0096153846153846
17.0,8,218,0.0096153846153846
17.0,8,277,0.0192307692307692
17.0,8,285,0.0192307692307692
17.0,9,1,0.0769230769230769
17.0,9,11,0.0288461538461538
17.0,9,14,0.048076923076923
17.0,9,18,0.1346153846153846
17.0,9,28,0.1057692307692307
17.0,9,70,0.0192307692307692
17.0,9,71,0.0096153846153846
17.0,9,82,0.0192307692307692
17.0,9,90,0.0096153846153846
17.0,9,96,0.0192307692307692
17.0,9,97,0.0288461538461538
17.0,9,115,0.0384615384615384
17.0,9,122,0.0288461538461538
17.0,9,124,0.0096153846153846
17.0,9,129,0.0576923076923076
17.0,9,147,0.0096153846153846
17.0,9,148,0.0288461538461538
17.0,9,150,0.0384615384615384
17.0,9,152,0.0096153846153846
17.0,9,153,0.0576923076923076
17.0,9,155,0.0192307692307692
17.0,9,165,0.1442307692307692
17.0,9,167,0.048076923076923
17.0,9,169,0.0865384615384615
17.0,9,174,0.0865384615384615
17.0,9,191,0.0096153846153846
17.0,9,198,0.0192307692307692
17.0,9,218,0.0384615384615384
17.0,9,238,0.0576923076923076
17.0,9,264,0.0288461538461538
17.0,9,270,0.0384615384615384
17.0,9,277,0.0192307692307692
17.0,9,285,0.048076923076923
18.0,0,0,0.0096153846153846
18.0,0,1,0.0192307692307692
18.0,0,3,0.0288461538461538
18.0,0,11,0.0576923076923076
18.0,0,14,0.0096153846153846
18.0,0,18,0.0192307692307692
18.0,0,28,0.0096153846153846
18.0,0,49,0.0288461538461538
18.0,0,52,0.0096153846153846
18.0,0,55,0.0096153846153846
18.0,0,70,0.0192307692307692
18.0,0,71,0.0288461538461538
18.0,0,108,0.0096153846153846
18.0,0,115,0.0288461538461538
18.0,0,122,0.0096153846153846
18.0,0,124,0.0192307692307692
18.0,0,129,0.0192307692307692
18.0,0,146,0.0192307692307692
18.0,0,147,0.0192307692307692
18.0,0,152,0.0192307692307692
18.0,0,153,0.0576923076923076
18.0,0,154,0.0096153846153846
18.0,0,155,0.0384615384615384
18.0,0,165,0.0288461538461538
18.0,0,169,0.0192307692307692
18.0,0,174,0.0288461538461538
18.0,0,198,0.0096153846153846
18.0,0,216,0.0192307692307692
18.0,0,219,0.048076923076923
18.0,0,220,0.0192307692307692
18.0,0,238,0.0096153846153846
18.0,0,277,0.0865384615384615
18.0,0,285,0.0192307692307692
18.0,1,0,0.0096153846153846
18.0,1,1,0.0096153846153846
18.0,1,3,0.0096153846153846
18.0,1,11,0.0576923076923076
18.0,1,12,0.0576923076923076
18.0,1,18,0.048076923076923
18.0,1,28,0.0096153846153846
18.0,1,52,0.0288461538461538
18.0,1,55,0.0096153846153846
18.0,1,70,0.0288461538461538
18.0,1,82,0.0384615384615384
18.0,1,90,0.0384615384615384
18.0,1,108,0.0192307692307692
18.0,1,122,0.0769230769230769
18.0,1,124,0.0288461538461538
18.0,1,129,0.0865384615384615
18.0,1,132,0.0096153846153846
18.0,1,146,0.0673076923076923
18.0,1,147,0.0096153846153846
18.0,1,148,0.0384615384615384
18.0,1,152,0.0192307692307692
18.0,1,153,0.0096153846153846
18.0,1,165,0.0384615384615384
18.0,1,167,0.0288461538461538
18.0,1,169,0.0384615384615384
18.0,1,174,0.1826923076923077
18.0,1,198,0.0576923076923076
18.0,1,209,0.0192307692307692
18.0,1,216,0.0288461538461538
18.0,1,218,0.0865384615384615
18.0,1,219,0.0096153846153846
18.0,1,238,0.048076923076923
18.0,1,264,0.0096153846153846
18.0,1,281,0.0096153846153846
18.0,1,285,0.048076923076923
18.0,2,0,0.0096153846153846
18.0,2,70,0.0192307692307692
18.0,2,82,0.0288461538461538
18.0,2,96,0.0096153846153846
18.0,2,97,0.0384615384615384
18.0,2,124,0.0192307692307692
18.0,2,150,0.048076923076923
18.0,2,165,0.0288461538461538
18.0,2,174,0.0192307692307692
18.0,3,0,0.0192307692307692
18.0,3,1,0.0096153846153846
18.0,3,3,0.0961538461538461
18.0,3,11,0.0096153846153846
18.0,3,12,0.0384615384615384
18.0,3,49,0.0096153846153846
18.0,3,52,0.048076923076923
18.0,3,70,0.0384615384615384
18.0,3,82,0.048076923076923
18.0,3,90,0.0288461538461538
18.0,3,108,0.0192307692307692
18.0,3,122,0.0192307692307692
18.0,3,124,0.0192307692307692
18.0,3,129,0.0865384615384615
18.0,3,132,0.0096153846153846
18.0,3,146,0.0096153846153846
18.0,3,148,0.0096153846153846
18.0,3,153,0.0096153846153846
18.0,3,167,0.0096153846153846
18.0,3,169,0.0192307692307692
18.0,3,174,0.1153846153846153
18.0,3,198,0.1826923076923077
18.0,3,218,0.048076923076923
18.0,3,219,0.0384615384615384
18.0,3,238,0.0096153846153846
18.0,3,277,0.0096153846153846
18.0,3,285,0.0576923076923076
18.0,4,18,0.0096153846153846
18.0,4,52,0.0096153846153846
18.0,4,70,0.0096153846153846
18.0,4,108,0.0961538461538461
18.0,4,147,0.0096153846153846
18.0,4,148,0.0096153846153846
18.0,4,152,0.0096153846153846
18.0,4,153,0.0096153846153846
18.0,4,155,0.0096153846153846
18.0,4,174,0.0192307692307692
18.0,4,198,0.0096153846153846
18.0,4,209,0.0288461538461538
18.0,4,219,0.048076923076923
18.0,4,220,0.0288461538461538
18.0,4,277,0.0288461538461538
18.0,4,285,0.0096153846153846
18.0,5,1,0.0096153846153846
18.0,5,14,0.0288461538461538
18.0,5,18,0.0096153846153846
18.0,5,28,0.0096153846153846
18.0,5,49,0.0096153846153846
18.0,5,70,0.0096153846153846
18.0,5,108,0.0096153846153846
18.0,5,115,0.0096153846153846
18.0,5,153,0.0096153846153846
18.0,5,165,0.048076923076923
18.0,5,174,0.0096153846153846
18.0,5,191,0.0096153846153846
18.0,5,264,0.0096153846153846
18.0,6,0,0.0096153846153846
18.0,6,1,0.0096153846153846
18.0,6,3,0.0865384615384615
18.0,6,11,0.0096153846153846
18.0,6,12,0.048076923076923
18.0,6,28,0.0096153846153846
18.0,6,55,0.0096153846153846
18.0,6,70,0.0192307692307692
18.0,6,90,0.0673076923076923
18.0,6,122,0.048076923076923
18.0,6,124,0.0192307692307692
18.0,6,129,0.0384615384615384
18.0,6,132,0.0192307692307692
18.0,6,153,0.0096153846153846
18.0,6,155,0.0288461538461538
18.0,6,165,0.0288461538461538
18.0,6,167,0.0288461538461538
18.0,6,169,0.0288461538461538
18.0,6,174,0.4519230769230768
18.0,6,198,0.048076923076923
18.0,6,216,0.0096153846153846
18.0,6,218,0.048076923076923
18.0,6,219,0.0384615384615384
18.0,6,238,0.0288461538461538
18.0,6,277,0.048076923076923
18.0,6,285,0.048076923076923
18.0,7,0,0.0096153846153846
18.0,7,1,0.0384615384615384
18.0,7,11,0.0192307692307692
18.0,7,14,0.0096153846153846
18.0,7,18,0.0384615384615384
18.0,7,28,0.0288461538461538
18.0,7,49,0.0192307692307692
18.0,7,55,0.0096153846153846
18.0,7,90,0.0096153846153846
18.0,7,108,0.0192307692307692
18.0,7,115,0.0288461538461538
18.0,7,122,0.0192307692307692
18.0,7,132,0.0096153846153846
18.0,7,147,0.0192307692307692
18.0,7,153,0.0576923076923076
18.0,7,154,0.0288461538461538
18.0,7,165,0.0673076923076923
18.0,7,167,0.0096153846153846
18.0,7,169,0.0192307692307692
18.0,7,174,0.048076923076923
18.0,7,198,0.0192307692307692
18.0,7,209,0.0192307692307692
18.0,7,218,0.0096153846153846
18.0,7,238,0.0384615384615384
18.0,7,270,0.0096153846153846
18.0,7,277,0.0288461538461538
18.0,7,285,0.0384615384615384
18.0,8,11,0.0096153846153846
18.0,8,18,0.0096153846153846
18.0,8,52,0.0096153846153846
18.0,8,82,0.0288461538461538
18.0,8,90,0.0288461538461538
18.0,8,97,0.048076923076923
18.0,8,122,0.0096153846153846
18.0,8,124,0.0576923076923076
18.0,8,137,0.0096153846153846
18.0,8,148,0.0288461538461538
18.0,8,165,0.0096153846153846
18.0,8,167,0.0192307692307692
18.0,8,169,0.0096153846153846
18.0,8,198,0.0192307692307692
18.0,8,218,0.0192307692307692
18.0,9,0,0.0192307692307692
18.0,9,1,0.048076923076923
18.0,9,3,0.0096153846153846
18.0,9,11,0.0192307692307692
18.0,9,12,0.0096153846153846
18.0,9,14,0.0384615384615384
18.0,9,18,0.1057692307692307
18.0,9,28,0.0576923076923076
18.0,9,52,0.0192307692307692
18.0,9,70,0.0576923076923076
18.0,9,82,0.0096153846153846
18.0,9,90,0.0288461538461538
18.0,9,97,0.0192307692307692
18.0,9,108,0.0096153846153846
18.0,9,115,0.0192307692307692
18.0,9,122,0.0384615384615384
18.0,9,124,0.0096153846153846
18.0,9,129,0.0192307692307692
18.0,9,132,0.0192307692307692
18.0,9,146,0.0096153846153846
18.0,9,150,0.048076923076923
18.0,9,152,0.0096153846153846
18.0,9,153,0.0096153846153846
18.0,9,165,0.0961538461538461
18.0,9,167,0.0288461538461538
18.0,9,169,0.0192307692307692
18.0,9,174,0.0865384615384615
